Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
121619711,1,MANHATTAN,"$440,000.00","$4,745.50",0,0,0,0,38,38,556,556
121625811,2,MANHATTAN,"$55,000.00",$780.00,0,0,0,0,0,0,0,0
120845853,1,MANHATTAN,"$1,500.00",$225.00,0,0,0,0,38,38,543,543
340062611,1,BROOKLYN,$0.00,$160.00,0,0,0,0,6,6,61,61
140080917,1,MANHATTAN,$0.00,$160.00,0,0,0,0,8,8,85,85
320741033,1,BROOKLYN,$0.00,$420.00,0,0,0,29,2,0,22,0
121625544,1,MANHATTAN,"$60,000.00",$831.50,0,0,0,0,37,37,355,355
121624830,1,MANHATTAN,"$84,000.00","$1,078.70",0,0,0,0,21,21,243,243
320765999,1,BROOKLYN,$0.00,$160.00,0,0,0,0,4,4,50,50
121613487,1,MANHATTAN,"$30,000.00",$492.50,0,0,0,0,5,5,78,78
220290771,1,BRONX,"$50,000.00",$728.50,0,0,0,0,7,7,62,62
320767835,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,10,10,100,100
121606280,1,MANHATTAN,"$28,100.00",$482.20,0,0,0,0,8,8,128,128
121622636,1,MANHATTAN,"$1,845.00",$225.00,0,0,0,0,13,13,117,117
240026253,1,BRONX,$0.00,$190.00,0,0,0,0,1,1,12,12
121624162,1,MANHATTAN,"$14,490.00",$368.00,0,0,0,0,6,6,61,61
121624411,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,1,1,16,16
121625900,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,4,4,40,40
320464127,1,BROOKLYN,$0.00,$192.84,0,1607,0,0,0,2,0,23
121625759,1,MANHATTAN,"$105,000.00","$1,295.00",0,0,0,0,9,9,105,105
320464154,1,BROOKLYN,$0.00,$192.84,0,1607,0,0,0,2,0,23
320767826,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,10,10,100,100
402890886,2,QUEENS,"$1,436,353.00","$15,014.60",0,0,0,0,0,0,0,0
121625866,1,MANHATTAN,"$23,368.00",$460.70,0,0,0,0,6,6,65,65
121568918,1,MANHATTAN,"$20,000.00",$579.50,0,0,0,0,4,4,40,40
121624858,1,MANHATTAN,"$17,000.00",$388.60,0,0,0,0,5,5,50,50
121624821,1,MANHATTAN,"$38,100.00",$615.20,0,0,0,0,38,38,543,543
121590242,1,MANHATTAN,"$9,000,000.00","$92,913.50",0,0,0,0,42,42,519,519
320699151,1,BROOKLYN,"$53,000.00",$759.40,0,0,0,0,3,3,30,30
120845924,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,46,46,453,453
320516964,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
320766337,1,BROOKLYN,$0.00,$554.08,0,5052,0,0,0,3,0,43
121617811,2,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,0,0,0,0
121627276,2,MANHATTAN,"$86,000.00","$1,099.30",0,0,0,0,0,0,0,0
420840059,1,QUEENS,$0.00,$420.00,0,0,0,40,1,0,20,0
220290977,1,BRONX,"$50,000.00",$728.50,0,0,0,0,7,7,62,62
140081060,1,MANHATTAN,$0.00,$160.00,0,0,0,0,15,15,154,154
140081122,1,MANHATTAN,$0.00,$160.00,0,0,0,0,9,9,90,90
340063362,1,BROOKLYN,$0.00,$170.00,0,0,0,0,3,3,30,30
320766373,1,BROOKLYN,"$90,400.00",$572.90,0,0,0,0,3,3,40,40
121626259,1,MANHATTAN,"$41,400.00",$646.10,0,0,0,0,20,20,220,220
220290986,1,BRONX,"$50,000.00",$728.50,0,0,0,0,7,7,64,64
121624064,1,MANHATTAN,"$274,201.00","$3,046.00",0,0,0,0,59,59,797,797
220282762,1,BRONX,"$60,000.00",$613.25,2700,2700,0,0,3,3,33,33
420838286,1,QUEENS,"$180,000.00","$1,300.01",2478,3050,573,0,2,2,34,34
520141695,1,STATEN ISLAND,"$50,000.00",$728.50,0,0,0,0,2,2,28,28
121614422,1,MANHATTAN,"$120,000.00","$1,449.50",0,0,0,0,58,58,661,661
140081079,1,MANHATTAN,$0.00,$180.00,0,0,0,0,6,6,65,65
240026379,1,BRONX,"$60,000.00",$831.50,0,0,0,0,5,5,50,50
420847506,1,QUEENS,"$15,920.00",$378.30,0,0,0,0,4,4,57,57
121627347,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,10,10,110,110
121533340,1,MANHATTAN,"$3,000.00",$395.00,0,0,0,0,4,4,40,40
340063077,1,BROOKLYN,"$15,000.00",$368.00,0,0,0,0,5,5,53,53
420836938,1,QUEENS,"$15,000.00",$368.00,0,0,0,0,2,2,20,20
121329160,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,35,35,385,385
121627276,1,MANHATTAN,"$80,850.00","$1,047.80",0,0,0,0,6,6,72,72
420838641,1,QUEENS,"$15,000.00",$368.00,0,0,0,0,1,1,14,14
121609526,2,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,0,0,0,0
121626348,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,33,33,473,473
121626160,1,MANHATTAN,"$65,000.00",$439.00,0,0,0,0,3,3,30,30
420845330,1,QUEENS,"$15,000.00",$245.02,2595,2595,196,0,2,2,30,30
121627374,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,5,5,58,58
340063745,1,BROOKLYN,$0.00,$440.00,0,0,0,0,6,6,61,61
121616938,1,MANHATTAN,"$16,500.00",$388.60,0,0,0,0,9,9,121,121
121625973,1,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,3,3,36,36
121627258,1,MANHATTAN,"$70,087.00",$944.80,0,0,0,0,35,35,350,350
320766417,1,BROOKLYN,"$58,000.00",$810.90,0,0,0,0,4,4,40,40
121626197,1,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,5,5,57,57
121627212,1,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,6,6,63,63
140081159,1,MANHATTAN,"$67,500.00","$1,043.90",0,0,0,0,6,6,60,60
520141748,1,STATEN ISLAND,$0.00,"$4,544.00",0,0,0,568,0,0,0,0
121625982,1,MANHATTAN,"$343,000.00","$3,746.40",0,0,0,0,41,41,542,542
121627533,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,33,33,473,473
320766024,1,BROOKLYN,$0.00,"$2,696.00",0,0,0,337,0,0,0,0
420817263,1,QUEENS,$0.00,$420.00,0,0,0,19,1,0,15,0
121626204,1,MANHATTAN,"$45,000.00",$677.00,0,0,0,0,12,12,130,130
121626561,1,MANHATTAN,"$40,000.00",$595.50,0,0,0,0,4,4,51,51
420838810,1,QUEENS,"$56,500.00",$605.32,1019,1415,396,0,2,2,24,24
121620512,1,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,102,102,1250,1250
121627472,1,MANHATTAN,"$12,100.00",$347.40,0,0,0,0,35,35,350,350
320766435,1,BROOKLYN,"$36,000.00",$289.65,0,0,0,0,3,3,28,28
420838623,1,QUEENS,"$10,000.00",$155.75,0,0,0,0,2,2,20,20
520119835,1,STATEN ISLAND,$0.00,$658.52,0,2273,0,0,0,3,0,28
320589966,1,BROOKLYN,$0.00,$435.40,0,1751,0,0,0,3,0,30
121609526,1,MANHATTAN,"$32,000.00",$543.10,0,0,0,0,17,17,194,194
420845991,1,QUEENS,$0.00,$190.00,0,0,0,0,6,6,65,65
420842869,1,QUEENS,"$19,000.00",$409.20,0,0,0,0,3,3,22,22
121578293,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
240026360,1,BRONX,$0.00,$160.00,0,0,0,0,6,6,67,67
220282762,2,BRONX,$0.00,$0.00,0,0,0,0,0,0,0,0
121624876,1,MANHATTAN,"$2,796.00",$195.00,0,0,0,0,30,30,282,282
420838785,1,QUEENS,$0.00,$260.00,0,0,0,24,1,0,12,0
121329543,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
402890902,1,QUEENS,"$46,000.00",$847.30,0,0,0,0,5,5,60,60
320575784,1,BROOKLYN,$0.00,$200.00,0,0,0,0,0,0,0,0
121598244,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,12,12,190,190
121626188,1,MANHATTAN,"$125,000.00","$1,501.00",0,0,0,0,4,4,45,45
121626213,1,MANHATTAN,"$116,000.00","$1,408.30",0,0,0,0,8,8,105,105
121626240,1,MANHATTAN,"$7,500.00",$295.90,0,0,0,0,6,6,65,65
121606315,1,MANHATTAN,"$87,000.00","$1,079.60",0,0,0,0,5,5,73,73
420840665,1,QUEENS,"$45,000.00",$677.00,0,0,0,0,2,2,21,21
121626801,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,2,2,22,22
420839007,1,QUEENS,$0.00,$420.00,0,0,0,72,1,0,16,0
121459983,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,5,5,55,55
121619427,1,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,19,19,168,168
121626874,1,MANHATTAN,"$73,000.00",$640.20,0,0,0,0,4,4,44,44
320756393,1,BROOKLYN,$0.00,$170.00,0,0,0,0,3,3,35,35
121620790,1,MANHATTAN,"$75,000.00",$986.00,0,0,0,0,102,102,1250,1250
420838990,1,QUEENS,$0.00,$420.00,0,0,0,25,2,0,23,0
121626838,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,3,3,69,69
320480412,3,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
121625349,1,MANHATTAN,"$152,000.00","$1,779.10",0,0,0,0,4,4,50,50
120845265,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,9,9,121,121
320589975,1,BROOKLYN,$0.00,$456.00,0,0,0,57,0,0,0,0
420838856,1,QUEENS,"$40,000.00",$680.50,65401,65401,0,0,1,1,20,20
320766186,1,BROOKLYN,$0.00,"$5,822.02",0,17427,0,0,0,4,0,44
220290940,1,BRONX,$0.00,$310.00,0,0,0,0,0,0,0,0
420847392,1,QUEENS,$0.00,$320.00,0,0,0,40,0,0,0,0
420838669,1,QUEENS,"$11,000.00",$326.80,0,0,0,0,1,1,14,14
320766453,1,BROOKLYN,$0.00,"$3,129.20",0,0,0,571,2,0,32,0
121626570,1,MANHATTAN,"$200,000.00","$2,433.50",0,0,0,0,12,12,130,130
121625465,1,MANHATTAN,"$122,470.00","$1,480.40",0,0,0,0,12,12,144,144
420838044,1,QUEENS,"$30,000.00",$522.50,0,0,0,0,2,2,30,30
220291039,1,BRONX,$0.00,"$2,730.10",0,6817,0,0,0,3,0,40
520141766,1,STATEN ISLAND,"$7,500.00",$295.90,0,0,0,0,1,1,15,15
420846259,1,QUEENS,$0.00,$178.00,0,0,0,0,0,0,0,0
121622422,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,48,48,674,674
121627418,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,4,4,49,49
220291075,1,BRONX,$0.00,$170.00,0,0,0,0,6,6,65,65
220289818,1,BRONX,$0.00,$100.00,0,0,0,0,0,0,0,0
320766603,1,BROOKLYN,"$36,945.00",$294.80,0,0,0,0,19,19,171,171
340063852,1,BROOKLYN,"$1,250.00",$225.00,0,0,0,0,1,1,13,13
240026404,1,BRONX,"$70,001.00",$944.80,0,0,0,0,5,5,60,60
121606119,2,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,0,0,0,0
520141043,1,STATEN ISLAND,$0.00,$200.00,0,0,0,0,0,0,0,0
320741042,1,BROOKLYN,$0.00,$260.00,0,0,0,10,1,0,11,0
121610499,1,MANHATTAN,"$200,000.00","$2,273.50",0,0,0,0,39,39,390,390
320760654,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,3,3,36,36
121624199,1,MANHATTAN,"$75,000.00",$986.00,0,0,0,0,29,29,422,422
320766266,1,BROOKLYN,"$364,200.00","$2,024.00",1836,1735,0,0,2,2,26,26
340063326,1,BROOKLYN,$0.00,$170.00,0,0,0,0,3,3,33,33
121613637,1,MANHATTAN,"$39,500.00",$625.50,0,0,0,0,21,21,180,180
220291020,1,BRONX,"$21,500.00",$440.10,0,0,0,0,19,19,160,160
420846017,1,QUEENS,$0.00,$220.00,0,0,0,0,6,6,65,65
140081177,1,MANHATTAN,$0.00,$230.00,0,0,0,0,1,1,15,15
121626552,1,MANHATTAN,"$1,500.00",$225.00,0,0,0,0,11,11,152,152
121626721,1,MANHATTAN,"$78,000.00","$1,016.90",0,0,0,0,14,14,150,150
121606306,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,5,5,73,73
121599190,1,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,6,6,60,60
320766131,1,BROOKLYN,"$62,000.00",$852.10,0,0,0,0,2,2,40,40
121627258,2,MANHATTAN,"$24,900.00",$471.00,0,0,0,0,0,0,0,0
420839016,1,QUEENS,"$17,950.00",$196.95,0,0,0,0,2,2,25,25
420838847,1,QUEENS,"$250,000.00","$1,734.67",2193,2826,1191,0,2,2,26,35
121626883,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,28,28,252,252
320766630,1,BROOKLYN,$0.00,$170.00,0,0,0,0,1,1,20,20
220291137,1,BRONX,$0.00,$160.00,0,0,0,0,3,3,35,35
420794536,3,QUEENS,$0.00,$310.00,0,0,0,0,0,0,0,0
121329179,1,MANHATTAN,$0.00,$232.00,0,0,0,0,0,0,0,0
121600133,1,MANHATTAN,"$18,000.00",$558.90,0,0,0,0,4,4,45,45
121508261,3,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
120845915,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,20,20,239,239
121627221,1,MANHATTAN,"$65,000.00",$883.00,0,0,0,0,6,6,65,65
121627338,1,MANHATTAN,"$115,800.00","$1,408.30",0,0,0,0,7,7,75,75
121626357,1,MANHATTAN,"$45,000.00",$677.00,0,0,0,0,33,33,473,473
340063656,1,BROOKLYN,$0.00,$640.00,0,0,0,0,6,6,61,61
320589984,1,BROOKLYN,"$450,000.00","$2,789.39",2277,2755,1397,0,2,3,25,33
220291048,1,BRONX,"$17,000.00",$258.44,1756,1978,222,0,2,2,26,27
121627230,1,MANHATTAN,"$184,850.00","$2,119.00",0,0,0,0,12,12,141,141
121626231,1,MANHATTAN,"$180,000.00","$2,067.50",0,0,0,0,12,12,120,120
320766015,1,BROOKLYN,$0.00,$195.00,0,0,0,20,0,0,0,0
121626730,1,MANHATTAN,"$18,000.00",$398.90,0,0,0,0,6,6,60,60
440084677,1,QUEENS,"$1,200,000.00","$12,573.50",0,0,0,0,1,1,14,14
420838963,1,QUEENS,$0.00,$631.04,0,1452,0,0,0,2,0,24
121620503,1,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,102,102,1250,1250
340063861,1,BROOKLYN,"$108,075.00","$1,336.20",0,0,0,0,4,4,36,36
320766667,1,BROOKLYN,$100.00,$280.00,2600,2600,0,0,2,2,25,25
320766596,2,BROOKLYN,"$313,500.00","$3,447.70",0,0,0,0,0,0,0,0
121626179,1,MANHATTAN,"$97,500.00","$1,277.90",27000,27000,0,0,6,6,65,65
121627454,1,MANHATTAN,$100.00,$195.00,0,0,0,0,24,24,288,288
420839070,1,QUEENS,"$4,400.00",$265.00,0,0,0,0,2,2,20,20
420838892,1,QUEENS,"$5,000.00",$265.00,0,0,0,0,7,7,64,64
340063834,1,BROOKLYN,"$67,000.00",$903.60,0,0,0,0,2,2,27,27
320766505,1,BROOKLYN,"$8,000.00",$265.90,0,0,0,0,5,5,75,75
320767951,1,BROOKLYN,"$6,500.00",$285.60,0,0,0,0,2,2,22,22
121059861,3,MANHATTAN,$0.00,$160.00,0,0,0,0,0,0,0,0
420838972,1,QUEENS,$0.00,$631.04,0,1452,0,0,0,2,0,24
121626810,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,14,14,150,150
320766532,1,BROOKLYN,"$5,000.00",$265.00,0,0,0,0,2,2,24,24
121619285,1,MANHATTAN,"$448,835.00","$4,838.20",0,0,0,0,14,14,150,150
220290995,1,BRONX,"$50,000.00",$728.50,0,0,0,0,7,7,62,62
220283716,1,BRONX,$0.00,"$1,447.68",0,6174,0,0,0,3,0,30
121626231,2,MANHATTAN,"$340,000.00","$3,715.50",0,0,0,0,0,0,0,0
120845899,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,20,20,230,230
120845906,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,54,54,729,729
121627515,1,MANHATTAN,"$6,863.00",$285.60,0,0,0,0,4,4,56,56
420838375,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,2,2,28,28
320737734,1,BROOKLYN,"$199,140.00","$2,273.50",0,0,0,0,4,4,42,42
320766729,1,BROOKLYN,"$20,000.00",$207.25,0,0,0,0,3,3,30,30
320766765,1,BROOKLYN,$0.00,$260.00,0,0,0,0,3,3,35,35
220289408,1,BRONX,"$167,000.00","$2,093.60",0,0,0,0,1,1,12,12
420839338,1,QUEENS,"$13,500.00",$357.70,0,0,0,0,2,2,20,20
121627034,2,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,0,0,0,0
340064129,1,BROOKLYN,"$524,290.00","$2,968.00",0,0,0,0,3,3,35,35
121627249,1,MANHATTAN,"$88,000.00","$1,119.90",0,0,0,0,13,13,162,162
121549841,1,MANHATTAN,$0.00,$160.00,0,0,0,0,13,13,130,130
320766364,1,BROOKLYN,"$279,520.00","$3,257.50",0,0,0,0,1,1,15,15
121626525,1,MANHATTAN,"$213,301.00","$2,417.70",0,0,0,0,35,35,420,420
320767960,1,BROOKLYN,"$87,500.00","$1,119.90",0,0,0,0,2,2,22,22
420838981,1,QUEENS,$0.00,$607.20,0,0,0,86,2,0,23,0
420839025,1,QUEENS,"$35,000.00",$574.00,0,0,0,0,3,3,34,34
320766480,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,4,4,50,50
320737725,1,BROOKLYN,"$3,780.00",$245.00,0,0,0,0,4,4,48,48
121627436,1,MANHATTAN,"$942,820.00","$9,926.40",0,0,0,0,9,9,121,121
121626865,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,39,39,447,447
420838035,1,QUEENS,"$70,000.00",$464.75,0,0,0,0,3,3,35,35
120827338,2,MANHATTAN,"$4,500.00",$265.00,0,0,0,0,0,0,0,0
440084659,1,QUEENS,"$6,000.00",$275.30,0,0,0,0,1,1,21,21
320723678,1,BROOKLYN,$0.00,$238.00,0,0,0,0,0,0,0,0
420828126,1,QUEENS,"$8,400.00",$150.60,0,0,0,0,2,2,20,20
520141757,1,STATEN ISLAND,"$125,000.00","$1,501.00",0,0,0,0,1,1,20,20
220290968,1,BRONX,"$12,000.00",$166.05,0,0,0,0,4,4,50,50
220291066,1,BRONX,$0.00,$230.00,0,0,0,0,6,6,65,65
121523119,3,MANHATTAN,$0.00,$160.00,0,0,0,0,0,0,0,0
121545505,1,MANHATTAN,"$500,000.00","$5,656.76",7825,7825,301,0,5,5,50,62
320728593,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
320733435,1,BROOKLYN,"$25,000.00",$471.00,0,0,0,0,24,24,253,253
121590518,1,MANHATTAN,"$1,500.00",$225.00,0,0,0,0,59,59,797,797
121626712,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,2,2,20,20
121625349,2,MANHATTAN,"$143,000.00","$1,686.40",0,0,0,0,0,0,0,0
121537505,4,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
320733426,1,BROOKLYN,"$25,000.00",$471.00,0,0,0,0,24,24,211,211
420839034,1,QUEENS,"$55,000.00",$780.00,0,0,0,0,2,2,29,29
121627463,1,MANHATTAN,$100.00,$195.00,0,0,0,0,24,24,275,275
121627579,1,MANHATTAN,"$27,000.00",$491.60,0,0,0,0,31,31,390,390
121626874,3,MANHATTAN,"$12,000.00",$166.05,0,0,0,0,0,0,0,0
420838838,1,QUEENS,$0.00,$100.00,0,1452,0,0,0,1,0,10
121627187,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,6,6,60,60
121627196,1,MANHATTAN,"$250,000.00","$2,788.50",0,0,0,0,36,36,336,336
320766774,1,BROOKLYN,$0.00,$420.00,0,0,0,95,1,0,15,0
121626847,1,MANHATTAN,"$207,700.00","$2,355.90",0,0,0,0,7,7,75,75
420839169,1,QUEENS,$0.00,"$3,429.24",0,8839,0,0,0,6,0,70
121628373,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,9,9,55,55
140081186,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,50,50
420838883,1,QUEENS,"$5,000.00",$265.00,0,0,0,0,7,7,64,64
121626543,1,MANHATTAN,"$70,000.00",$934.50,0,0,0,0,13,13,318,318
121626525,2,MANHATTAN,"$57,825.00",$810.90,0,0,0,0,0,0,0,0
121610514,1,MANHATTAN,"$32,000.00",$543.10,0,0,0,0,39,39,390,390
320766300,1,BROOKLYN,"$1,000.00",$130.00,0,0,0,0,4,4,50,50
340063772,1,BROOKLYN,"$67,000.00",$903.60,0,0,0,0,2,2,27,27
140081202,1,MANHATTAN,"$174,960.00","$1,986.00",0,0,0,0,6,6,69,69
121620790,2,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,0,0,0,0
121626829,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,4,4,52,52
320766541,1,BROOKLYN,"$40,000.00",$680.50,11097,11097,0,0,2,2,30,30
121627436,2,MANHATTAN,"$153,350.00","$1,799.70",0,0,0,0,0,0,0,0
121627481,1,MANHATTAN,"$9,000.00",$306.20,0,0,0,0,35,35,420,420
320766612,1,BROOKLYN,"$7,000.00",$465.60,0,0,0,0,5,5,55,55
121627178,1,MANHATTAN,"$11,000.00",$486.80,0,0,0,0,2,2,20,20
121628426,1,MANHATTAN,"$200,000.00","$2,411.70",4105,4417,320,0,5,5,45,45
121625296,2,MANHATTAN,"$43,000.00",$656.40,0,0,0,0,0,0,0,0
320760663,1,BROOKLYN,"$10,000.00",$195.75,2979,2979,0,0,3,3,25,25
121612996,1,MANHATTAN,"$27,000.00",$491.60,0,0,0,0,12,12,125,125
121508261,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
121628462,1,MANHATTAN,"$4,250.00",$235.00,0,0,0,0,4,4,45,45
121628444,1,MANHATTAN,"$2,500.00",$195.00,0,0,0,0,5,5,55,55
121628453,1,MANHATTAN,$0.00,$170.00,0,0,0,0,6,6,65,65
121628471,1,MANHATTAN,"$4,250.00",$235.00,0,0,0,0,4,4,45,45
420808576,2,QUEENS,"$25,000.00",$471.00,0,0,0,0,0,0,0,0
140081319,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,5,5,55,55
140081220,1,MANHATTAN,$0.00,$160.00,0,0,0,0,27,27,273,273
320766587,1,BROOKLYN,"$138,500.00","$1,645.20",0,0,0,0,3,3,42,42
121626874,2,MANHATTAN,"$17,000.00",$191.80,0,0,0,0,0,0,0,0
340063889,1,BROOKLYN,$0.00,$160.00,0,0,0,0,2,2,43,43
320706660,1,BROOKLYN,"$7,500.00",$295.90,0,0,0,0,6,6,72,72
420839285,1,QUEENS,"$40,000.00",$350.25,3449,3449,0,0,3,3,33,33
320766621,1,BROOKLYN,$0.00,$180.00,0,0,0,0,3,3,35,35
121605432,1,MANHATTAN,"$295,000.00","$3,252.00",0,0,0,0,48,48,674,674
121626641,1,MANHATTAN,"$15,300.00",$378.30,0,0,0,0,35,35,420,420
420846954,1,QUEENS,"$54,000.00",$769.70,0,0,0,0,7,7,75,75
121627748,1,MANHATTAN,"$3,259,175.00","$33,791.50",0,0,0,0,7,7,85,85
320766747,1,BROOKLYN,"$95,000.00","$1,192.00",0,0,0,0,3,3,30,30
121626035,1,MANHATTAN,$0.00,$160.00,0,0,0,0,7,7,80,80
121628364,1,MANHATTAN,"$27,000.00",$491.60,0,0,0,0,8,8,105,105
320733444,1,BROOKLYN,"$25,000.00",$471.00,0,0,0,0,21,21,245,245
320766596,1,BROOKLYN,"$975,360.00","$10,266.30",0,0,0,0,9,9,111,111
320766550,1,BROOKLYN,$0.00,$100.00,0,0,0,0,0,0,0,0
320759363,1,BROOKLYN,$0.00,$170.00,0,0,0,0,4,4,40,40
340063914,1,BROOKLYN,$0.00,$290.00,0,0,0,0,17,17,150,150
320766649,1,BROOKLYN,"$17,750.00",$398.90,0,0,0,0,4,4,42,42
340063941,1,BROOKLYN,$0.00,$340.00,0,0,0,0,17,17,150,150
340063950,1,BROOKLYN,"$27,000.00",$491.60,0,0,0,0,1,1,270,270
420843948,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
140081239,1,MANHATTAN,"$7,200.00",$265.90,0,0,0,0,6,6,65,65
320766710,1,BROOKLYN,"$19,000.00",$569.20,0,0,0,0,2,2,28,28
121627203,1,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,18,18,180,180
121616233,1,MANHATTAN,$0.00,$100.00,0,0,0,0,0,0,0,0
121628337,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,23,23,305,305
121611586,1,MANHATTAN,"$17,520.00",$398.90,0,0,0,0,7,7,86,86
420839249,1,QUEENS,$0.00,$622.80,0,0,0,89,2,0,23,0
121626632,1,MANHATTAN,"$10,980.00",$326.80,0,0,0,0,7,7,70,70
420605107,4,QUEENS,$0.00,$220.00,0,0,0,0,0,0,0,0
121627034,3,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,0,0,0,0
420845205,1,QUEENS,"$142,000.00",$875.55,4070,4070,0,0,3,3,27,27
420808576,1,QUEENS,"$60,000.00",$831.50,0,0,0,0,7,7,92,92
520141775,1,STATEN ISLAND,$0.00,$394.00,0,900,0,0,0,1,0,18
121606119,1,MANHATTAN,"$152,150.00","$1,789.40",0,0,0,0,5,5,71,71
540023749,1,STATEN ISLAND,"$10,000.00",$286.50,0,0,0,0,1,1,15,15
121626231,3,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,0,0,0,0
121627034,1,MANHATTAN,"$425,000.00","$4,591.00",0,0,0,0,34,34,460,460
440084793,1,QUEENS,$0.00,$210.00,0,0,0,0,2,2,50,50
340064192,1,BROOKLYN,$0.00,$330.00,0,0,0,0,6,6,64,64
121608153,1,MANHATTAN,$0.00,$160.00,0,0,0,0,73,73,953,953
121608144,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,52,52
140081337,1,MANHATTAN,"$168,000.00","$1,943.90",0,0,0,0,16,16,139,139
140081104,1,MANHATTAN,$0.00,$180.00,0,0,0,0,7,7,70,70
121624073,1,MANHATTAN,"$7,500.00",$295.90,0,0,0,0,59,59,797,797
121626222,1,MANHATTAN,"$221,800.00","$2,500.10",0,0,0,0,14,14,156,156
420838909,1,QUEENS,"$75,000.00",$547.18,1709,1848,139,0,2,2,20,20
340064030,1,BROOKLYN,$0.00,$160.00,0,0,0,0,2,2,30,30
420840095,1,QUEENS,"$40,000.00",$785.50,0,0,0,0,4,4,50,50
320740962,1,BROOKLYN,"$542,879.00","$3,060.70",0,0,0,0,4,4,40,40
121612996,2,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,0,0,0,0
121624064,2,MANHATTAN,"$34,317.00",$574.00,0,0,0,0,0,0,0,0
320766676,1,BROOKLYN,"$15,000.00",$338.00,0,0,0,0,2,2,32,32
121627748,3,MANHATTAN,"$850,000.00","$8,968.50",0,0,0,0,0,0,0,0
420847490,1,QUEENS,"$5,000.00",$130.00,0,0,0,0,1,1,15,15
121560382,1,MANHATTAN,"$14,200.00",$368.00,0,0,0,0,41,41,440,440
121626703,1,MANHATTAN,"$17,190.00",$398.90,0,0,0,0,15,15,219,219
121628417,1,MANHATTAN,"$6,500.00",$285.60,0,0,0,0,14,14,168,168
